,Client,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,VolumeCred_CA,TransactionsCred,TransactionsCred_CA,VolumeDeb,VolumeDeb_CA,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDeb_CA,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Sale_MF,Sale_CC,Sale_CL,Revenue_MF,Revenue_CC,Revenue_CL
1227,1228,F,19,7,1,,,,,,1018.8925,,,,,,562.7560714285714,562.7560714285714,2.0,2.0,633.5639285714286,633.5639285714286,135.71428571428572,247.84964285714287,250.0,18.0,18.0,2.0,15.0,1.0,,,,,,
1228,1229,F,64,175,1,,,,,,324.0157142857143,,,,,,1411.5035714285714,1411.5035714285714,7.0,7.0,1442.8307142857143,1442.8307142857143,571.4285714285714,721.1521428571428,150.25,47.0,47.0,2.0,39.0,6.0,,,,,,
1229,1230,F,45,20,1,,1.0,1.0,1.0,,3.1092857142857144,,9198.638214285715,0.0,382.2635714285714,,1845.285,1839.472857142857,31.0,26.0,2988.16,2061.4757142857143,275.0,754.9767857142857,1011.3167857142856,86.0,59.0,6.0,26.0,20.0,1.0,0.0,0.0,1.5474999999999999,0.0,0.0
1230,1231,F,6,232,1,,,,,,819.8539285714286,,,,,,0.015714285714285715,0.015714285714285715,2.0,2.0,2257.0,2257.0,2250.0,0.0,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.434642857142855
1231,1232,M,56,149,1,,,,,,18.089285714285715,,,,,,1209.542857142857,1209.542857142857,3.0,3.0,1338.365,1338.365,321.42857142857144,184.50785714285715,825.2857142857143,22.0,22.0,1.0,10.0,10.0,1.0,1.0,0.0,1.825357142857143,6.035714285714286,0.0
1232,1233,F,38,25,1,,,,,,199.51107142857146,,,,,,928.5728571428572,928.5728571428572,2.0,2.0,839.25,839.25,828.5714285714286,7.142857142857143,0.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1233,1234,F,52,114,1,,,,,,0.019285714285714288,,,,,,7.1432142857142855,7.1432142857142855,2.0,2.0,21.428571428571427,21.428571428571427,21.428571428571427,0.0,0.0,2.0,2.0,2.0,0.0,0.0,,,,,,
1234,1235,M,65,97,1,1.0,6.0,,,,27.67214285714286,5936.270714285713,10492.55392857143,,,,485.46214285714285,484.30249999999995,3.0,2.0,393.67857142857144,393.67857142857144,250.0,0.0,143.25,8.0,8.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,1236,M,24,151,1,1.0,,,,,2278.614642857143,0.0,,,,,7.895714285714286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,1237,F,43,134,1,1.0,,,,1.0,1028.4814285714285,728.4482142857142,,,,10059.695714285714,1135.5182142857143,844.215,8.0,5.0,856.717857142857,810.6821428571428,92.85714285714286,4.9678571428571425,558.3571428571429,22.0,19.0,4.0,2.0,9.0,,,,,,
1237,1238,M,50,54,1,,,,,,602.6167857142857,,,,,,560.7171428571429,560.7171428571429,3.0,3.0,1000.5678571428572,1000.5678571428572,678.5714285714286,211.46071428571426,107.14285714285714,21.0,21.0,3.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,12.6725
1238,1239,F,27,26,1,,,,,,1421.060714285714,,,,,,201.62321428571428,201.62321428571428,4.0,4.0,127.30714285714285,127.30714285714285,0.0,73.73571428571428,53.57142857142857,6.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1239,1240,M,47,150,1,,,1.0,,2.0,5.8428571428571425,,,0.0,,194.80392857142857,5316.912857142857,3320.011428571429,30.0,24.0,4826.772857142858,3320.011428571429,375.0,14.285714285714286,861.1428571428571,47.0,26.0,7.0,1.0,9.0,,,,,,
1240,1241,F,2,170,1,,,1.0,,,22939.27,,,0.0,,,186.61999999999998,181.25821428571427,5.0,3.0,183.945,181.25821428571427,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,,,,,,
1241,1242,F,23,63,1,,2.0,1.0,,,281.6489285714286,,12436.572142857143,28.294642857142858,,,3760.2160714285715,3429.5017857142857,5.0,4.0,3676.6307142857145,3676.6307142857145,567.8571428571429,668.0285714285714,2103.296428571429,33.0,33.0,6.0,12.0,12.0,,,,,,
1242,1243,M,78,51,2,,3.0,,,,1.2914285714285714,,8745.785714285714,,,,1213.0039285714286,1213.0039285714286,2.0,2.0,1262.75,1262.75,357.14285714285717,0.0,862.7142857142857,17.0,17.0,3.0,0.0,9.0,,,,,,
1243,1244,F,34,152,1,,,,,,2392.7146428571427,,,,,,,,,,,,,,,,,,,,,,,,,
1244,1245,M,51,181,1,,,,,,538.6903571428571,,,,,,3398.0385714285717,3398.0385714285717,7.0,7.0,2658.7642857142855,2658.7642857142855,1785.7142857142858,76.69285714285715,793.6428571428571,9.0,9.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,1246,F,42,180,1,,,,,,12519.4,,,,,,0.03357142857142857,0.03357142857142857,1.0,1.0,500.8878571428572,500.8878571428572,440.4785714285714,19.082142857142856,35.714285714285715,10.0,10.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,4.464285714285714,4.785714285714286
1246,1247,M,61,55,1,1.0,,1.0,,,790.3917857142858,0.009642857142857144,,0.0,,,628.2882142857143,627.0635714285714,5.0,4.0,1012.8739285714286,1012.8739285714286,357.14285714285717,274.5525,375.92857142857144,26.0,26.0,1.0,4.0,19.0,1.0,0.0,0.0,20.451071428571428,0.0,0.0
1247,1248,F,28,33,2,,1.0,,,,12.71642857142857,,10422.849642857142,,,,407.2042857142857,407.2042857142857,2.0,2.0,31.557142857142857,31.557142857142857,0.0,31.557142857142857,0.0,2.0,2.0,0.0,2.0,0.0,,,,,,
1248,1249,M,66,71,1,,,,,,7292.547857142857,,,,,,380.71535714285716,380.71535714285716,4.0,4.0,342.64285714285717,342.64285714285717,132.14285714285714,9.821428571428571,195.64285714285714,16.0,16.0,9.0,1.0,4.0,,,,,,
1249,1250,F,40,15,1,,,1.0,,,825.8328571428572,,,0.0,,,710.4399999999999,458.1717857142857,7.0,5.0,666.3435714285714,458.1717857142857,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,,,,,,
1250,1251,M,53,74,1,,,1.0,,,809.2982142857143,,,0.0,,,582.9289285714286,582.9289285714286,2.0,2.0,609.1071428571429,609.1071428571429,607.1428571428571,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,,,,
1251,1252,M,44,152,1,2.0,2.0,,,,95.57821428571428,12681.210714285715,0.0,,,,134.23678571428573,134.15,4.0,3.0,534.3571428571429,534.3571428571429,357.14285714285717,0.0,177.0,3.0,3.0,1.0,0.0,1.0,,,,,,
1252,1253,M,50,134,1,,,1.0,,,1181.3639285714287,,,0.0,,,345.7682142857143,345.7682142857143,5.0,5.0,418.67857142857144,418.67857142857144,0.0,0.0,414.32142857142856,14.0,14.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,6.0,11.496071428571428
1253,1254,M,39,180,1,,,,,,740.4503571428571,,,,,,2555.5185714285717,2555.5185714285717,7.0,7.0,2398.9792857142857,2398.9792857142857,750.0,364.9792857142857,1278.5714285714287,36.0,36.0,4.0,17.0,13.0,0.0,0.0,1.0,0.0,0.0,2.107142857142857
1254,1255,F,42,136,1,,,,,,7410.411071428572,,,,,,107.14392857142857,107.14392857142857,2.0,2.0,112.55678571428572,112.55678571428572,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.714285714285714,0.0
1255,1256,M,6,149,1,,,1.0,1.0,,237.14857142857142,,,0.0,426.4360714285714,,382.7128571428571,262.59535714285715,13.0,8.0,433.04785714285714,262.59535714285715,0.0,0.0,139.39285714285714,17.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1256,1257,F,23,8,1,,,,,,1693.3775,,,,,,867.86,867.86,3.0,3.0,343.34071428571434,343.34071428571434,200.0,67.61785714285715,75.72285714285714,18.0,18.0,6.0,9.0,3.0,,,,,,
1257,1258,M,63,48,1,1.0,7.0,1.0,,,147.04892857142858,357.92214285714283,0.0,0.0,,,682.8703571428571,669.5614285714286,16.0,12.0,1148.0271428571427,996.717857142857,428.57142857142856,0.0,554.8403571428572,20.0,15.0,4.0,0.0,8.0,1.0,0.0,0.0,0.1467857142857143,0.0,0.0
1258,1259,M,26,228,2,,,,,1.0,0.0,,,,,2933.3135714285713,370.67607142857145,339.2867857142857,3.0,2.0,327.5371428571429,323.18,17.857142857142858,33.25142857142857,221.5,15.0,13.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,12.659285714285714
1259,1260,M,61,171,1,2.0,,,,,2811.382857142857,3586.7117857142853,,,,,339.12392857142856,334.95142857142855,3.0,2.0,1038.7228571428573,1038.7228571428573,857.1428571428571,29.90142857142857,71.42857142857143,11.0,11.0,4.0,1.0,1.0,,,,,,
1260,1261,M,22,148,1,,,1.0,,,958.0035714285714,,,336.21,,,1696.090357142857,1159.6821428571427,26.0,23.0,1700.4360714285715,1144.2185714285713,185.71428571428572,55.628214285714286,199.5,42.0,22.0,4.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,6.163571428571429
1261,1262,M,34,67,1,1.0,1.0,,,,5.727857142857142,35256.977857142854,1350.0739285714285,,,,518.0146428571428,518.0139285714286,4.0,3.0,1016.8857142857142,1016.8857142857142,178.57142857142858,144.31428571428572,688.25,13.0,13.0,1.0,7.0,4.0,,,,,,
1262,1263,M,69,103,1,,,1.0,1.0,1.0,0.0,,,1211.6210714285714,2.357142857142857,4233.136071428571,1287.4164285714287,1087.5774999999999,18.0,11.0,1188.1714285714286,1063.8807142857142,0.0,31.755,471.5,30.0,21.0,0.0,2.0,10.0,,,,,,
1263,1264,M,77,28,1,,,,,,12992.510714285714,,,,,,357.1439285714286,357.1439285714286,2.0,2.0,323.60714285714283,323.60714285714283,0.0,0.0,320.2142857142857,7.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,36.82660714285714,0.0,0.0
1264,1265,F,31,162,1,,,,,,2941.9939285714286,,,,,,364.40999999999997,364.40999999999997,2.0,2.0,583.7460714285714,583.7460714285714,464.2857142857143,112.49607142857143,0.0,9.0,9.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,17.175357142857145
1265,1266,F,20,59,1,,1.0,1.0,,,2094.6692857142857,,7743.577142857143,0.0,,,1348.0164285714286,1348.0164285714286,4.0,4.0,1030.3182142857142,1030.3182142857142,178.57142857142858,157.28571428571428,689.8182142857142,15.0,15.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,8.607142857142858,0.0
1266,1267,F,37,125,1,1.0,,1.0,,1.0,1753.0407142857143,1959.8710714285714,,461.3339285714286,,4312.384642857143,1284.8639285714287,1028.784642857143,17.0,12.0,1238.0685714285714,1028.784642857143,600.0,0.0,83.53571428571429,32.0,19.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,2.858214285714286,21.820714285714285
1267,1268,F,23,179,1,,,,,,491.3907142857143,,,,,,0.015,0.015,1.0,1.0,1.9642857142857142,1.9642857142857142,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.34357142857143
1268,1269,F,37,43,1,,,,,,514.0550000000001,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1269,1270,F,38,43,1,,,,,,3.658214285714286,,,,,,0.017857142857142856,0.017857142857142856,1.0,1.0,274.7857142857143,274.7857142857143,178.57142857142858,96.21428571428571,0.0,4.0,4.0,2.0,2.0,0.0,,,,,,
1270,1271,M,42,94,2,1.0,1.0,1.0,,,4492.061785714285,1990.5028571428572,0.0,0.0,,,865.7125,865.6992857142858,5.0,4.0,1144.8317857142858,1144.8317857142858,125.0,401.65250000000003,614.7864285714286,30.0,30.0,1.0,15.0,13.0,,,,,,
1271,1272,M,35,96,1,,1.0,,,,5786.205714285715,,5861.208928571429,,,,2108.401785714286,2108.401785714286,5.0,5.0,1930.1685714285716,1930.1685714285716,714.2857142857143,288.31142857142856,924.3214285714286,18.0,18.0,3.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,1273,M,47,161,1,,,,,,165.95000000000002,,,,,,1258.2060714285712,1258.2060714285712,4.0,4.0,921.7364285714285,921.7364285714285,57.142857142857146,194.5107142857143,666.6899999999999,23.0,23.0,2.0,13.0,7.0,1.0,1.0,0.0,0.7771428571428572,5.785714285714286,0.0
1273,1274,M,41,35,1,,6.0,,,,15.485,,0.0,,,,993.5571428571428,993.5571428571428,5.0,5.0,2499.6964285714284,2499.6964285714284,107.14285714285714,82.26785714285714,2310.285714285714,11.0,11.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1274,1275,F,66,84,1,,,,,,39.791785714285716,,,,,,0.009642857142857144,0.009642857142857144,1.0,1.0,2.531071428571429,2.531071428571429,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9698214285714286,0.0,0.0
1275,1276,M,28,145,1,,,,,2.0,13915.925357142856,,,,,1764.5892857142858,610.8932142857142,514.3132142857143,4.0,3.0,165.92857142857142,155.10714285714286,35.714285714285715,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,1277,M,21,19,1,1.0,5.0,,1.0,,7.361071428571429,3230.0964285714285,0.0,,1.4285714285714286,,5998.368928571428,5357.943214285714,10.0,4.0,3152.7410714285716,2346.6789285714285,607.1428571428571,831.8835714285715,523.1324999999999,44.0,20.0,4.0,24.0,10.0,1.0,1.0,0.0,4.704821428571429,2.857142857142857,0.0
1277,1278,F,60,59,1,1.0,,1.0,,,3964.0125000000003,87992.25607142856,,0.0,,,1401.5053571428573,1399.0578571428573,5.0,4.0,1551.6564285714285,1551.6564285714285,600.0,265.44214285714287,678.1071428571429,25.0,25.0,2.0,6.0,14.0,,,,,,
1278,1279,M,51,163,1,,,,,,3812.3167857142857,,,,,,6514.8875,6514.8875,4.0,4.0,3221.775,3221.775,678.5714285714286,21.09642857142857,2519.3928571428573,11.0,11.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,1280,F,48,33,1,,,,,,25191.649999999998,,,,,,142.85750000000002,142.85750000000002,3.0,3.0,172.95857142857145,172.95857142857145,0.0,169.56571428571428,0.0,5.0,5.0,0.0,4.0,0.0,,,,,,
1280,1281,F,40,15,1,,,,,,7241.1389285714295,,,,,,750.0007142857143,750.0007142857143,3.0,3.0,770.6714285714286,770.6714285714286,0.0,0.0,574.8214285714286,11.0,11.0,0.0,0.0,8.0,,,,,,
1281,1282,M,23,68,1,,3.0,,1.0,,12164.779285714287,,1909.8492857142858,,-4.464285714285714,,18929.47535714286,18547.135000000002,11.0,5.0,13184.933928571429,12776.785714285714,0.0,402.7910714285714,0.0,35.0,4.0,0.0,28.0,0.0,1.0,0.0,0.0,1.4230357142857142,0.0,0.0
1282,1283,M,63,174,1,,,,,,616.2014285714286,,,,,,1636.3753571428572,1636.3753571428572,6.0,6.0,4158.575,4158.575,64.28571428571429,227.8607142857143,3734.8571428571427,18.0,18.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,1284,F,58,26,1,,,,,,17.917142857142856,,,,,,714.2892857142857,714.2892857142857,2.0,2.0,218.80857142857144,218.80857142857144,0.0,14.805000000000001,0.0,7.0,7.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,15.035714285714286
1284,1285,M,76,4,1,,,,,,84.30357142857143,,,,,,552.2146428571428,552.2146428571428,2.0,2.0,570.4157142857142,570.4157142857142,25.0,69.52285714285715,470.7142857142857,12.0,12.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,1286,M,39,181,1,,3.0,,,,5612.3525,,3567.8396428571427,,,,499.5442857142857,499.5442857142857,5.0,5.0,505.0678571428571,505.0678571428571,392.85714285714283,36.13928571428571,75.21428571428571,13.0,13.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1286,1287,M,40,176,1,,,1.0,1.0,,2962.5217857142857,,,0.0,315.01214285714286,,3261.070714285714,2422.837142857143,18.0,14.0,3053.1717857142858,2476.4085714285716,678.5714285714286,12.460714285714285,689.5357142857143,42.0,26.0,7.0,1.0,10.0,0.0,1.0,0.0,0.0,1.9642857142857142,0.0
1287,1288,M,41,3,1,1.0,,1.0,1.0,,275.50178571428575,539.5925,,0.0,9.5,,1045.3435714285713,1043.8789285714286,7.0,3.0,662.0699999999999,427.60571428571427,0.0,268.60714285714283,391.32,11.0,8.0,0.0,2.0,6.0,,,,,,
1288,1289,F,12,20,1,3.0,4.0,,,,1904.9267857142856,7925.148928571429,0.0,,,,3298.1178571428572,2100.940714285714,7.0,5.0,38436.78107142857,2454.638214285714,0.0,555.7810714285714,1898.857142857143,24.0,22.0,0.0,14.0,8.0,,,,,,
1289,1290,M,65,252,1,,,1.0,,,17862.919285714284,,,335.5207142857143,,,390.71535714285716,390.71535714285716,6.0,6.0,264.05357142857144,264.05357142857144,0.0,70.91071428571429,186.0,8.0,8.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1290,1291,F,33,226,1,1.0,3.0,1.0,,,1728.6575,5836.790714285715,36624.948214285716,0.0,,,2145.388214285714,1787.6842857142858,7.0,5.0,2074.0035714285714,2074.0035714285714,642.8571428571429,300.4321428571429,57.142857142857146,15.0,15.0,2.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,11.10142857142857
1291,1292,F,47,151,1,,,,,,244.81642857142856,,,,,,25.019642857142856,25.019642857142856,2.0,2.0,2178.3535714285713,2178.3535714285713,14.285714285714286,20.139285714285712,2142.8571428571427,6.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0275,0.0,17.676785714285714
1292,1293,F,31,151,1,1.0,,1.0,,,465.5467857142857,257.125,,0.0,,,16961.991071428572,15080.345,22.0,14.0,17111.047142857144,15266.059285714286,185.71428571428572,0.0,13195.82142857143,23.0,15.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,89.76107142857143,11.546071428571429
1293,1294,F,51,172,1,,,1.0,,,980.1721428571428,,,0.0,,,2710.3742857142856,2025.5142857142857,18.0,14.0,2680.3139285714283,2096.942857142857,1321.4285714285713,47.51142857142857,39.285714285714285,22.0,13.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1294,1295,M,32,162,1,,,1.0,1.0,1.0,1651.142857142857,,,901.6160714285714,216.99714285714285,301.5546428571429,890.6732142857143,737.967857142857,6.0,2.0,931.2207142857143,867.3921428571429,178.57142857142858,207.9857142857143,16.517857142857142,21.0,15.0,2.0,8.0,3.0,,,,,,
1295,1296,F,49,151,1,,,,,1.0,82.895,,,,,3237.48,2200.245,2151.5375,4.0,3.0,2223.8732142857143,2220.1589285714285,1382.142857142857,555.6946428571429,200.67857142857142,45.0,44.0,12.0,17.0,6.0,,,,,,
1296,1297,F,78,159,1,,,,,,14.646071428571428,,,,,,412.00607142857143,412.00607142857143,2.0,2.0,560.2607142857142,560.2607142857142,210.71428571428572,207.90357142857144,140.21428571428572,31.0,31.0,7.0,18.0,5.0,,,,,,
1297,1298,F,26,176,3,,,,,1.0,40.69714285714286,,,,,639.8746428571429,6628.4825,178.5717857142857,4.0,2.0,12878.482142857143,21.339285714285715,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.243214285714284
1298,1299,F,24,72,1,,,,,,1725.3710714285714,,,,,,535.7153571428572,535.7153571428572,2.0,2.0,141.17857142857142,141.17857142857142,0.0,0.0,137.78571428571428,4.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,13.119285714285713
1299,1300,M,41,150,1,,,1.0,,,0.0,,,0.0,,,157.15035714285713,157.15035714285713,2.0,2.0,327.7142857142857,327.7142857142857,121.42857142857143,0.0,206.07142857142858,8.0,8.0,4.0,0.0,3.0,,,,,,
1300,1301,M,52,71,1,,,1.0,,,603.4128571428572,,,93.60357142857143,,,799.4435714285713,799.4435714285713,7.0,7.0,587.3571428571429,587.3571428571429,0.0,0.0,578.3928571428571,13.0,13.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,1302,M,66,69,1,1.0,,,,,35.83464285714286,1888.0625,,,,,16.9525,0.011785714285714287,3.0,1.0,1470.8103571428571,1113.6675,0.0,238.67035714285717,822.1071428571429,9.0,8.0,0.0,4.0,2.0,1.0,1.0,0.0,10.126428571428573,0.42857142857142855,0.0
1302,1303,M,52,151,1,,,,,,24326.445,,,,,,897.0828571428572,897.0828571428572,4.0,4.0,855.3603571428572,855.3603571428572,250.0,134.57464285714286,467.32142857142856,16.0,16.0,3.0,9.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0
1303,1304,F,65,80,1,,,1.0,,,4963.121071428572,,,0.0,,,536.6796428571429,536.6796428571429,2.0,2.0,543.2492857142857,543.2492857142857,285.7142857142857,0.0,254.92785714285714,9.0,9.0,1.0,0.0,7.0,,,,,,
1304,1305,M,35,152,1,,,1.0,,,73.56642857142857,,,0.0,,,735.5803571428571,735.5803571428571,4.0,4.0,595.025,595.025,71.42857142857143,360.91785714285714,161.42857142857142,15.0,15.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1305,1306,F,43,102,1,,,,,,253.21214285714285,,,,,,979.4296428571428,979.4296428571428,3.0,3.0,885.9857142857143,885.9857142857143,661.7242857142857,220.6542857142857,0.0,11.0,11.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.8939285714285715,0.0
1306,1307,F,50,150,1,,,1.0,,,0.012857142857142857,,,0.0,,,1452.4725,1452.4725,4.0,4.0,1305.1182142857142,1305.1182142857142,517.8571428571429,284.83250000000004,497.14285714285717,35.0,35.0,3.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,1308,F,22,10,1,,,,,,12.612857142857143,,,,,,0.0,0.0,0.0,0.0,0.8939285714285715,0.8939285714285715,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.96107142857143
1308,1309,M,57,151,1,,,,,,0.040357142857142855,,,,,,1109.8914285714286,1109.8914285714286,7.0,7.0,414.5242857142857,414.5242857142857,0.0,227.52428571428572,174.28571428571428,14.0,14.0,0.0,8.0,4.0,0.0,1.0,0.0,0.0,2.392857142857143,0.0
1309,1310,M,36,104,1,,,,,,4018.2067857142856,,,,,,510.8703571428572,510.8703571428572,3.0,3.0,1002.6714285714286,1002.6714285714286,0.0,0.0,991.9571428571428,16.0,16.0,0.0,0.0,14.0,,,,,,
1310,1311,F,66,135,1,,,,,,155.63464285714286,,,,,,785.7232142857143,785.7232142857143,3.0,3.0,736.6464285714285,736.6464285714285,17.857142857142858,159.8607142857143,554.0714285714286,17.0,17.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
1311,1312,M,64,154,3,,,,,,11295.457142857142,,,,,,956.3582142857142,956.3582142857142,8.0,8.0,956.3771428571429,956.3771428571429,171.42857142857142,129.92964285714285,651.6260714285714,21.0,21.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1312,1313,M,76,74,1,,,,,,1041.444642857143,,,,,,391.3325,391.3325,2.0,2.0,589.8575,589.8575,0.0,0.0,587.0360714285714,9.0,9.0,0.0,0.0,8.0,,,,,,
1313,1314,M,34,138,1,,,1.0,,,3404.655357142857,,,0.0,,,640.7721428571429,469.4792857142857,11.0,8.0,505.2742857142857,432.3671428571429,146.42857142857142,33.28857142857143,77.60714285714286,22.0,18.0,4.0,5.0,3.0,,,,,,
1314,1315,F,40,88,1,,,1.0,1.0,1.0,2926.4828571428575,,,289.63357142857143,0.7142857142857143,2475.792857142857,2233.345714285714,1559.9346428571428,12.0,4.0,2605.815,2021.1160714285713,535.7142857142857,579.3417857142857,1422.9171428571428,43.0,17.0,3.0,23.0,11.0,1.0,0.0,0.0,2.7246428571428574,0.0,0.0
1315,1316,F,63,158,1,1.0,,1.0,1.0,,2145.81,5861.004642857143,,0.0,43.32142857142857,,2713.495,2665.039285714286,4.0,2.0,2985.4235714285714,2874.7678571428573,400.0,507.8164285714286,2029.25,41.0,39.0,4.0,26.0,10.0,0.0,0.0,1.0,0.0,0.0,3.3175
1316,1317,F,39,176,1,,,,,,435.1732142857143,,,,,,1077.4371428571428,1077.4371428571428,6.0,6.0,743.3117857142857,743.3117857142857,178.57142857142858,471.5260714285714,89.82142857142857,35.0,35.0,2.0,29.0,3.0,1.0,0.0,0.0,5.987678571428572,0.0,0.0
1317,1318,F,62,242,1,,,,,,3547.1307142857145,,,,,,278.865,278.865,4.0,4.0,78.5,78.5,0.0,78.5,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1318,1319,F,22,79,1,,,,,,232.79535714285717,,,,,,738.46,738.46,2.0,2.0,970.5607142857143,970.5607142857143,0.0,0.0,210.0,8.0,8.0,0.0,0.0,3.0,,,,,,
1319,1320,M,60,191,1,,,1.0,,,395.2632142857143,,,573.0067857142857,,,1234.922142857143,1234.922142857143,4.0,4.0,410.4414285714286,410.4414285714286,35.714285714285715,8.245000000000001,212.85714285714286,11.0,11.0,1.0,1.0,6.0,,,,,,
1320,1321,M,44,180,1,,,,,,25.195357142857144,,,,,,354.57785714285717,354.57785714285717,3.0,3.0,560.5357142857143,560.5357142857143,557.1428571428571,0.0,0.0,4.0,4.0,3.0,0.0,0.0,,,,,,
1321,1322,M,63,52,1,,2.0,1.0,,,454.69607142857143,,0.0,93.72678571428571,,,836.6082142857142,836.6082142857142,2.0,2.0,811.8264285714286,811.8264285714286,207.14285714285714,136.70499999999998,338.92857142857144,15.0,15.0,1.0,6.0,5.0,0.0,1.0,0.0,0.0,14.285714285714286,0.0
1322,1323,F,70,213,1,,,,,,325.3625,,,,,,575.4332142857143,575.4332142857143,5.0,5.0,252.75,252.75,0.0,120.60714285714286,132.14285714285714,6.0,6.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,9.928571428571429
1323,1324,M,48,225,1,1.0,2.0,,,,16287.627857142857,0.0,11404.145357142857,,,,358.5242857142857,357.145,3.0,2.0,22.785714285714285,22.785714285714285,0.0,0.0,21.464285714285715,3.0,3.0,0.0,0.0,2.0,,,,,,
1324,1325,M,24,134,1,1.0,,,,,14561.740357142857,9648.365714285714,,,,,1723.425,1657.5032142857142,7.0,5.0,1865.3960714285713,1508.2532142857142,285.7142857142857,749.6817857142858,467.35714285714283,62.0,61.0,10.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1325,1326,M,50,191,1,,,,,,2174.4875,,,,,,1035.0014285714285,1035.0014285714285,4.0,4.0,1082.8964285714285,1082.8964285714285,775.0,86.25357142857142,219.03571428571428,13.0,13.0,2.0,3.0,7.0,,,,,,
1326,1327,M,57,124,1,,,,,,7733.049285714286,,,,,,275.15535714285716,139.28642857142856,3.0,2.0,144.16857142857143,142.38285714285715,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
